Date,Agency,Category,Information,Link
30. July 2025,"Therapeutic Goods Administration (TGA), Australia",Report,Safe and Responsible Artificial Intelligence in Health Care â€“ Legislation and Regulation Review,https://www.linkedin.com/feed/update/urn:li:activity:7356220518091374592?
30. July 2025,European Commission,Regulation,COMMISSION DELEGATED REGULATION (EU) 2025/788 amending Delegated Regulation (EU)2023/2197 as regards the date of application,https://www.linkedin.com/feed/update/urn:li:activity:7356205751725346817?
30. July 2025,USA Food & Drug Administration FDA,Whitepaper,Economics of Quality Management Incentives,https://www.linkedin.com/feed/update/urn:li:activity:7356197204342046720?
28. July 2025,MedTech Leading Voice,Roundup,Regulatory Roundup Monday 28. July 2025,https://www.linkedin.com/feed/update/urn:li:activity:7355552668120928256?
28. July 2025,Drug Regulatory Authority of Pakistan,Guidance,Clinical trials or bio-similarity studies of locally manufactured biologic drugs,https://www.linkedin.com/feed/update/urn:li:activity:7354396213992931330?
28. July 2025,Drug Regulatory Authority of Pakistan,Report,Pakistan Clinical Research Landscape Report 2025,https://www.linkedin.com/feed/update/urn:li:activity:7354397532317175808?
28. July 2025,Egyptian Drug Authority,Extension,Extension for Pharmaceutical Registration,https://www.linkedin.com/feed/update/urn:li:activity:7353706930676080641?
28. July 2025,European Commission,Report,AI evidence pathway for operationalising trustworthy AI in health,https://www.linkedin.com/feed/update/urn:li:activity:7353059625794998274?
28. July 2025,European Medicines Agency,Guidance,Pharmaceutical Quality of Inhalation and Nasal Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7353094087522099200?
28. July 2025,European Medicines Agency,Guidance,Demonstrating Therapeutic equivalence for asthma and COPD,https://www.linkedin.com/feed/update/urn:li:activity:7353092992959672320?
28. July 2025,European Medicines Agency,Guidance,(Q&As) External Guidance on clinical data for medicinal products (Policy 0070),https://www.linkedin.com/feed/update/urn:li:activity:7354036631873495041?
28. July 2025,European Medicines Agency,Guidance,Guideline on good pharmacovigilance practices (GVP) + Cover Note,https://www.linkedin.com/feed/update/urn:li:activity:7354398426060521472?
28. July 2025,European Medicines Agency,Meeting,Committee for Medicinal Products for Human Use(CHMP) 21-24 July 2025,https://www.linkedin.com/feed/update/urn:li:activity:7354816951065419777?
28. July 2025,European Directorate for the Quality of Medicines & HealthCare,Report,Highlights 2024 - EDQM annual report,https://www.linkedin.com/feed/update/urn:li:activity:7353300544301473792?
28. July 2025,"Health Products Regulatory Authority (HPRA), Ireland",Guidance,Reporting and Investigation of Quality Defects in Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7353305727462973442?
28. July 2025,"Health Products Regulatory Authority (HPRA), Ireland",Guidance,Revised Good Clinical Practice Guideline ICH E6 (R3) Effective 23. July 2025,https://www.linkedin.com/feed/update/urn:li:activity:7354027960732905472?
28. July 2025,"Health Sciences Authority (HSA), Singapore",Guidance,Update for SaMD and Qualification of Clinical Decision Support Software (CDSS),https://www.linkedin.com/feed/update/urn:li:activity:7353650094883119104?
28. July 2025,Medicines and Healthcare products Regulatory Agency,Report,Annual Report and Accounts 2024 to 2025,https://www.linkedin.com/feed/update/urn:li:activity:7353308583624642561?
28. July 2025,Medicines and Healthcare products Regulatory Agency,Report,MHRA Impact Report,https://www.linkedin.com/feed/update/urn:li:activity:7353311880163016705?
28. July 2025,Medicines and Healthcare products Regulatory Agency,Report,Post-Consultation Plans to Modernize Medical Device Regulation in Great Britain,https://www.linkedin.com/feed/update/urn:li:activity:7353404167178125312?
28. July 2025,Medicines and Healthcare products Regulatory Agency,Report,Commission on Human Medicines Annual Report 2024,https://www.linkedin.com/feed/update/urn:li:activity:7353665253936623617?
28. July 2025,Medicines and Healthcare products Regulatory Agency,Report,British Pharmacopoeia Commission,https://www.linkedin.com/feed/update/urn:li:activity:7353665258529456128?
28. July 2025,Medicines and Healthcare products Regulatory Agency,Form,Decentralised Manufacture Designation Application,https://www.linkedin.com/feed/update/urn:li:activity:7353718816268247040?
28. July 2025,"NMPA-National Medical Products Administration, Peoples Republic of China",Announcement,Abolition of Three Medical Device Industry Standards,https://www.linkedin.com/feed/update/urn:li:activity:7353653849926029312?
28. July 2025,South African Health Products Regulatory Authority,Guidance,Amended Medical Device Establishment Licence Renewal Process,https://www.linkedin.com/feed/update/urn:li:activity:7352955138333892608?
28. July 2025,South African Health Products Regulatory Authority,Guidance,Regulatory Information Management System (RIMS) â€“ Technical Files,https://www.linkedin.com/feed/update/urn:li:activity:7354055889558855680?
28. July 2025,Swissmedic,Form,Swissmedic Forms for July 2025,
28. July 2025,Swissmedic,Guidance,Adoption of ICH GCP Guideline E6(R3),
28. July 2025,"Therapeutic Goods Administration (TGA), Australia",Business Plan,Business Plan 2025-26,https://www.linkedin.com/feed/update/urn:li:activity:7352950691176271872?
28. July 2025,"Therapeutic Goods Administration (TGA), Australia",Form,Application to amend the Poisons Standard,https://www.linkedin.com/feed/update/urn:li:activity:7353288596189024256?
28. July 2025,USA Food & Drug Administration FDA,Whitepaper,Selective Safety Data Collection,https://www.linkedin.com/feed/update/urn:li:activity:7354212515557326849?
28. July 2025,USA Food & Drug Administration FDA,Guidance,Regulatory Accelerator,https://www.linkedin.com/feed/update/urn:li:activity:7354374510281662464?
 28. July 2025,Marina Daineko,News,Monday News,https://www.linkedin.com/feed/update/urn:li:activity:7355521018481836035?
 28. July 2025,"Therapeutic Goods Administration (TGA), Australia",Guidance,eCTD v4.0 AU module 1 and regional information,https://www.linkedin.com/feed/update/urn:li:activity:7355503455295217664?
27. July 2025,USA Food & Drug Administration FDA,Guidance,FDA Approves New Alternative Standard Related to Breast Density Assessments,https://www.linkedin.com/feed/update/urn:li:activity:7355477207739179008?
27. July 2025,MedTech Leading Voice,Newsletter,7 Point Scorecard to Improve Synthetic Medical Data Quality,https://www.linkedin.com/feed/update/urn:li:activity:7355465834338607104?
27. July 2025,BARBARA PIROLA,Guidance,"USP-NF <788> Particulate Matter in Injections,effective August 1, 2026",https://www.linkedin.com/feed/update/urn:li:activity:7355126471620804608?
26. July 2025,MedTech Leading Voice,Video,The QA/RA Week That Was 26. July 2025,https://www.linkedin.com/feed/update/urn:li:activity:7354816875068891136?
26. July 2025,European Medicines Agency,Meeting,Committee for Medicinal Products for Human Use(CHMP) 21.-24. July 2025,https://www.linkedin.com/feed/update/urn:li:activity:7354816951065419777?
26. July 2025,BSI Medical Devices,Guidance,Are you an IVD manufacturer transitioning your legacy devices to the IVDR?,https://www.linkedin.com/feed/update/urn:li:activity:7354805282037768192?
26. July 2025,BARBARA PIROLA,Guidance,USP PHARMACOPEIA <921> JUST PUBLISHED,https://www.linkedin.com/feed/update/urn:li:activity:7354766928055255043?
25. July 2025,MedTech Leading Voice,Video,Preview Regulatory Roundup Monday 28. July 2025,https://www.linkedin.com/feed/update/urn:li:activity:7354465493652492288?
25. July 2025,Drug Regulatory Authority of Pakistan,Guidance,Guidance document for requirement of clinical trials or bio-similarity studies for registration of locally manufactured biological drugs for humans,https://www.linkedin.com/feed/update/urn:li:activity:7354396213992931330?
25. July 2025,Drug Regulatory Authority of Pakistan,Report,Pakistan Clinical Research Landscape Report 2025,https://www.linkedin.com/feed/update/urn:li:activity:7354397532317175808?
25. July 2025,European Medicines Agency,Guidance,Guideline on good pharmacovigilance practices (GVP) Module VI Addendum II â€“ Masking of personal data in individual case safety reports submitted to EudraVigilance,https://www.linkedin.com/feed/update/urn:li:activity:7354398426060521472?
25. July 2025,USA Food & Drug Administration FDA,Guidance,Regulatory Accelerator,https://www.linkedin.com/feed/update/urn:li:activity:7354374510281662464?
24. July 2025,South African Health Products Regulatory Authority,Guidance,Regulatory Information Management System (RIMS)-Technical Files,https://www.linkedin.com/feed/update/urn:li:activity:7354055889558855680?
24. July 2025,European Medicines Agency,Guidance,Clinical Data Publication (CDP) Questions and Answers (Q&As) on the External Guidance on the implementation of the European Medicines Agency policy on the publication of clinical data for medicinal products for human use (Policy 0070),https://www.linkedin.com/feed/update/urn:li:activity:7354036631873495041? 
24. July 2025,"Health Products Regulatory Authority (HPRA), Ireland",Guidance,Revised Good Clinical Practice Guideline ICH E6 (R3) Effective 23. July 2025,https://www.linkedin.com/feed/update/urn:li:activity:7354027960732905472?
24. July 2025,USA Food & Drug Administration FDA,Whitepaper,Selective Safety Data Collection,https://www.linkedin.com/feed/update/urn:li:activity:7354026751460605953?
23. July 2025,Medicines and Healthcare products Regulatory Agency,Form,Decentralised Manufacture Designation Application,https://www.linkedin.com/feed/update/urn:li:activity:7353718816268247040?
23. July 2025,Egyptian Drug Authority,Extension,Extension of the deadline for human pharmaceuticals that have obtained approvals for registration applications issued between 2014 and 2015 in accordance with Ministerial Decision 296/2009,https://www.linkedin.com/feed/update/urn:li:activity:7353706930676080641?
23. July 2025,"Health Sciences Authority (HSA), Singapore",Guidance,Update for Guidelines on Risk Classification of SaMD and Qualification of Clinical Decision Support Software (CDSS),https://www.linkedin.com/feed/update/urn:li:activity:7353650094883119104?
23. July 2025,"NMPA-National Medical Products Administration, Peoples Republic of China",Guidance,Announcement of the State Food and Drug Administration on the Abolition of Three Medical Device Industry Standards (No. 69 [2025]) including Surgical Implants - Metal Materials - Part 7: Malleable and Cold-Worked Cobalt-Chromium-Nickel-Molybdenum-Ferroalloy,https://www.linkedin.com/feed/update/urn:li:activity:7353653849926029312?
23. July 2025,Medicines and Healthcare products Regulatory Agency,Report,Commission on Human Medicines Annual Report 2024,https://www.linkedin.com/feed/update/urn:li:activity:7353665253936623617?
23. July 2025,Medicines and Healthcare products Regulatory Agency,Report,British Pharmacopoeia Commission Annual Report 2024,https://www.linkedin.com/feed/update/urn:li:activity:7353665258529456128?
22. July 2025,Medicines and Healthcare products Regulatory Agency,Report,MHRA Publishes Post-Consultation Plans to Modernize Medical Device Regulation in Great Britain,https://www.linkedin.com/feed/update/urn:li:activity:7353404167178125312?
22. July 2025,Medicines and Healthcare products Regulatory Agency,Report,MHRA Impact Report,https://www.linkedin.com/feed/update/urn:li:activity:7353311880163016705?
22. July 2025,Medicines and Healthcare products Regulatory Agency,Report,Annual Report and Accounts 2024 to 2025,https://www.linkedin.com/feed/update/urn:li:activity:7353308583624642561?
22. July 2025,"Therapeutic Goods Administration (TGA), Australia",Form,Application to amend the Poisons Standard,https://www.linkedin.com/feed/update/urn:li:activity:7353288596189024256?
22. July 2025,"Health Products Regulatory Authority (HPRA), Ireland",Guidance,Reporting and Investigation of Quality Defects in Medicinal Products for Human and Veterinary Use,https://www.linkedin.com/feed/update/urn:li:activity:7353305727462973442?
